id;id_ex;siret;gestion;date_creat;date_publi;nature;groupement;titre;objet;objet_social1;objet_social2;adr1;adr2;adr3;adrs_codepostal;libcom;adrs_codeinsee;dir_civilite;siteweb;observation;position;rup_mi;maj_time
"293S0293005388";"0293005388";"";"293S";"2004-12-29";"0001-01-01";"D";"S";"DRUMPS ON LAN";"Jeu en réseau. Permettre aux personnes qui n'ont pas d'ordinateurs de pouvoir jouer. Créer un concours au niveau national. Proposer différents services afin d'acheter du matériel mis à disposition pour ceux qui n'ont pas d'ordinateur.";"000000";"000000";"Mairie";"19 rue G. Clémenceau";"";"29230";"LANDIVISIAU";"29105";"PM";"";"W293004829";"R";"";"2018-05-22  05:35:00"
"293S0293005389";"0293005389";"";"293S";"2005-01-03";"0001-01-01";"D";"S";"IMAGINA DESSINS ET PERSPECTIVES A L'INFINI";"L'enseignement du dessin et de ses techniques dans le cadre de cours et d'ateliers. Cet enseignement est adapté en fonction des activités à toutes les tranches d'age. Il se fera aussi bien au nom de l'association qu'en partenariat avec des structurespré existantes (écoles, centre culturel...)";"000000";"000000";"Chez David LIGER et Nathalie KOCH";"2 rue de Keristin";"";"29252";"PLOUEZOCH";"29186";"PM";"";"W293004830";"R";"";"2018-05-22  05:43:49"
"293S0293005391";"0293005391";"";"293S";"2005-01-06";"0001-01-01";"D";"S";"LES PRODUCTIONS DU FANTOME";"Produire, réaliser et diffuser des documents audiovisuels à des fins culturelles et sociales. Soutenir par ses moyens et son matériel toutes réalisations, productions et diffusions audiovisuelles en cohésion avec son éthique.";"000000";"000000";"18 rue Lividic";"";"";"29223";"SAINT-THEGONNEC";"29266";"PM";"";"W293004831";"R";"";"2018-05-22  05:49:31"
"293S0293005392";"0293005392";"";"293S";"2005-01-14";"0001-01-01";"D";"S";"ASSOCIATION GWADISA";"Favoriser la création et la diffusion musicale de l'artiste Gwaldys Goasdoué (nom de scène : GWLADYS)";"000000";"000000";"Chez Maurice GOASDOUE";"Kernant";"";"29234";"GARLAN";"29059";"PM";"";"W293004834";"R";"";"2018-05-23  05:55:59"
"293S0293005393";"0293005393";"";"293S";"2005-01-10";"0001-01-01";"D";"S";"MO";"Défense et maintien de l'article 16 du code civil national soit de la primauté de la personne... comme garant de tout bien.";"000000";"000000";"Chez Monique PENY";"Quilliogues";"";"29223";"CLOITRE-SAINT-THEGONNEC";"29034";"PM";"";"W293004832";"R";"";"2018-05-23  05:33:40"
"293S0293005394";"0293005394";"";"293S";"2005-01-10";"0001-01-01";"D";"S";"AR C'HEZEG O VONT D'AR PEVARLAMM RUZ";"Promouvoir la culture régionale, recenser et répertorier toutes données relatives à la tradition sur ces coutumes, moeurs, costumes et arts ; participer à leurs mise en valeur notamment à travers la danse et l'expression corporelle lors de représentations diverses (spectacles, défilés, expositions).";"000000";"000000";"Mairie";"19 rue Georges Clémenceau";"";"29230";"LANDIVISIAU";"29105";"PM";"";"W293004833";"R";"";"2018-05-23  05:43:42"
"293S0293005395";"0293005395";"";"293S";"2005-01-13";"0001-01-01";"D";"S";"SKOLASIA";"Apporter son assistance à toute population victime de catastrophes naturelles, d'injustices, de conflits armés en sollicitant toutes subventions, aides publiques, en réalisant des opérations d'entraide et en s'assurant de leur suivi.";"000000";"000000";"Chez M. Dominique FOUILLARD";"Kerolland";"";"29248";"GUERLESQUIN";"29067";"PM";"";"W293004835";"R";"";"2018-05-23  05:08:16"
"293S0293005398";"0293005398";"";"293S";"2005-01-17";"0001-01-01";"D";"S";"ASSOCIATION DU CHEMIN DE LA GALISSONNIERE";"Défendre les intérêts collectifs des copropriétaires, de définir les conditions d'entretien du chemin et ses aménagements, d'en autoriser éventuellement l'accès et de représenter les copropriétaires dans toute action ou initiative dans laquelle une telle représentation s'avèrerait utile (article 2 des statuts).";"000000";"000000";"41 rue Neuve";"";"";"29226";"CARANTEC";"29023";"PM";"";"W293002650";"R";"";"2013-11-19  11:55:19"
"293S0293005399";"0293005399";"";"293S";"2005-01-19";"0001-01-01";"D";"S";"MILLE NAUTIQUE";"Faire pratiquer et enseigner la navigation et transmettre les connaissances nécessaires à ces techniques.";"000000";"000000";"7 impasse des Dunes";"";"";"29211";"ROSCOFF";"29239";"PM";"";"W293004836";"R";"";"2018-05-23  05:21:08"
"293S0293005400";"0293005400";"";"293S";"2005-01-21";"0001-01-01";"D";"S";"ASSOCIATION VOL AU VENT";"Mettre en place des moyens techniques, humains et financiers pour permettre à un équipage de participer à des compétitions de voile légère sportive";"000000";"000000";"Chez Charlotte EVENAT";"Le Vourn";"";"29221";"CLEDER";"29030";"PM";"";"W293004841";"R";"";"2018-05-24  05:32:27"
"293S0293005401";"0293005401";"";"293S";"2005-01-31";"0001-01-01";"D";"S";"EDEN MELODIC";"Participation au développement de la musique du pays de Morlaix";"000000";"000000";"Chez M. Jean Claude SAMSON";"9 impasse des Mésanges";"";"29210";"MORLAIX";"29151";"PM";"";"W293004842";"R";"";"2018-05-24  05:45:08"
"293S0293005403";"0293005403";"";"293S";"2005-01-31";"0001-01-01";"D";"S";"ASSOCIATION BRETONNE VEHICULES MILITAIRES (A B V M)";"Créer des liens d'amitié et de solidarité entre passionnés de véhicules militaires anciens, fournir des informations sur les véhicules militaires, contribuer à l'organisation d'activités culturelles et récréatives de ses membres, une action d'information auprès du public. Mais aussi réaliser des ventes pour obtenir des fonds pour l'association.";"000000";"000000";"Mairie";"";"";"29223";"SAINT-THEGONNEC";"29266";"PM";"";"W293004843";"R";"";"2018-05-24  05:57:44"
"293S0293005407";"0293005407";"";"293S";"2005-02-10";"0001-01-01";"D";"S";"SERVICHEF";"Développer l'accès de tous à la cuisine élaborée et à la gastronomie";"000000";"000000";"14, rue de Pors Ar Bayec";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293004844";"R";"";"2018-05-24  05:06:52"
"293S0293005408";"0293005408";"";"293S";"2005-02-15";"0001-01-01";"D";"S";"ANIMATION JEUNESSE DE PLOUVORN";"Animation des jeunes, mineurs, sur la commune ; promouvoir toutes les activités créatives dans le domaine des activités manuelles, culturelles, social, sportives et de loisirs pour les enfants et les jeunes, mineurs, de la commune.";"000000";"000000";"Mairie";"rue du Queven";"";"29222";"PLOUVORN";"29210";"PM";"";"W293004845";"R";"";"2018-05-24  05:13:49"
"293S0293005414";"0293005414";"";"293S";"2005-03-02";"0001-01-01";"D";"S";"ASSOCIATION DES ANCIENS ETUDIANTS DU LYCEE AGRICOLE DE MORLAIX SUSCINIO";"Entretenir des liens entre les anciens étudiants et les promotions actuelles de BTS du lycée.";"000000";"000000";"Lycée de Suscinio";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293004847";"R";"";"2018-05-25  05:34:16"
"293S0293005419";"0293005419";"";"293S";"2005-03-09";"0001-01-01";"D";"S";"BRETAGNE CAMEROUN";"Porter aide, soutient humain, matériel et sanitaire au plus défavorisé de la population camerounaise.";"000000";"000000";"Chez Mme GUINAMANT";"22 rue de Liszt";"";"29210";"PLOURIN-LES-MORLAIX";"29207";"PM";"";"W293004848";"R";"";"2018-05-25  05:50:31"
"293S0293005420";"0293005420";"";"293S";"2005-03-11";"0001-01-01";"D";"S";"LES BEILGES MARRONS ASSOCIES";"Promotion et accompagnement des projets emanant d'un collectif de compétences techniques artistiques et administratives";"000000";"000000";"ZA DU BEL AIR";"";"";"29231";"TAULE";"29279";"PM";"";"W293004849";"R";"";"2018-05-25  05:55:26"
"293S0293005422";"0293005422";"";"293S";"2005-03-11";"0001-01-01";"D";"S";"HENCHOU AR MOR";"Organiser et développer un festival mer et nature respectueux de l'environnement, et toute autre initiative issue de cette dynamique collective sur les réseaux locaux.";"000000";"000000";"35 Place du Bourg";"";"";"29227";"PLOUEGAT-GUERAND";"29182";"PM";"";"W293004850";"R";"";"2018-05-25  05:04:24"
"293S0293005423";"0293005423";"";"293S";"2005-03-21";"0001-01-01";"D";"S";"LE DEFI P.E.L.I.C.A.N.";"Faciliter la réalisation technique et financière du projet le DEFI P.E.L.I.C.A.N. dans la Transquadra 2005.";"000000";"000000";"23 Rue Créach Joly";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293004851";"R";"";"2018-05-25  05:12:35"
"293S0293005424";"0293005424";"";"293S";"2005-03-22";"0001-01-01";"D";"S";"HAOKAN";"Organiser et produire des concerts et oeuvres musicales notamment de l'artiste Poor Boy, ainsi que toutes opérations mobilières, immobilières, financières ou commerciales se rattachant directement ou indirectement à l'objet précité ou à tout objet similaire, connexe ou susceptible d'en faciliter la réalisation, et ce pour tout pays.";"000000";"000000";"Chez M. Jacques CREIGNOU";"8 Venelle Auguste Ropars";"";"29210";"MORLAIX";"29151";"PM";"";"W293004852";"R";"";"2018-05-28  05:28:01"
"293S0293005426";"0293005426";"";"293S";"2005-03-31";"0001-01-01";"D";"S";"PLAYBACK THEATRE BRETAGNE";"Promotion du spectacle vivant : théâtre, musique. Chercher les moyens d'atteindre ses buts dans : - la formation et l'entraînement à l'improvisation théatrale, en particulier à la forme PLAYBACK THEATRE, à la musique et au chant - la réflexion théorique - la création et la gestion de groupes d'acteurs et de musiciens - l'organisation d'évènements (colloques, festivals, spectacles).";"000000";"000000";"4 Impasse Huel Pouldu";"";"";"29228";"PLOUGASNOU";"29188";"PM";"";"W293004853";"R";"";"2018-05-28  05:39:37"
"293S0293005427";"0293005427";"";"293S";"2005-04-01";"0001-01-01";"D";"S";"AU FIL DE L'AUTRE";"L'association se définit comme un point de rencontre, une structure d'accueil et d'échanges axée sur la création et la voie intérieure reflets de la pensée humaine sans frontières. Elle s'exprimera à travers des évènements ponctuels tels que stages,conférences ou montage de projets ouverts sur la découverte de l'autre et de soi (écrivains, conteurs, philosophes de différentes traditions, arts et musique du monde.";"000000";"000000";"Mme Danièle LARUELLE";"Kerorven";"";"29227";"LANMEUR";"29113";"PM";"";"W293004854";"R";"";"2018-05-28  05:49:52"
"293S0293005428";"0293005428";"";"293S";"2005-04-08";"0001-01-01";"D";"S";"TV5000.ORG";"Promotion, production et diffusion de réalisations audiovisuelles et de sites webs.";"000000";"000000";"46 rue Ange de Guernisac";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293004855";"R";"";"2018-05-28  05:02:04"
"293S0293005434";"0293005434";"";"293S";"2005-04-21";"0001-01-01";"D";"S";"RENOVATION DE VEHICULES ANCIENS (REVA)";"Encourager et favoriser la rénovation, la conservation et l'utilisation de véhicules anciens qui font partie de notre patrimoine. Initier ponctuellement suivant la demande les jeunes conducteurs à l'entretien courant des véhicules à moteur.";"000000";"000000";"Mairie";"Place de la mairie";"";"29230";"PLOUNEVENTER";"29204";"PM";"";"W293004856";"R";"";"2018-05-29  05:08:29"
"293S0293005436";"0293005436";"";"293S";"2005-04-26";"0001-01-01";"D";"S";"HOME STUDIO J P M";"Faciliter l'enregistrement de maquettes à des groupes de musiciens amateurs. Produire des concerts. Faciliter les démarches administratives (sacem-déclaration de cachets etc...)";"000000";"000000";"Chez Patrice JEZEQUEL";"53 rue du Questel";"";"29216";"PLOUGONVEN";"29191";"PM";"";"W293004857";"R";"";"2018-05-29  05:25:52"
"293S0293005438";"0293005438";"";"293S";"2005-04-28";"0001-01-01";"D";"S";"INSTITUT EUROPEEN D'AGROECOLOGIE APPLIQUEE - I E A A";"Au service de l'économie rurale et agricole, selon le principe de subsidiarité, réunir e mettre à disposition les moyens pouvant apporter les soutiens nécessaires aux personnes morales ou physiques travaillant à l'étude, la réalisaion, la promotion d'actes de gestion des espaces naturels, de l'environnement rural et des paysages en faveur d'un développement agroécologique équitable";"000000";"000000";"Mairie de Garlan";"place Yves Laviec";"";"29234";"GARLAN";"29059";"PM";"";"W293004858";"R";"";"2018-05-29  05:37:03"
"293S0293005439";"0293005439";"";"293S";"2005-04-28";"0001-01-01";"D";"S";"FIEST'ARMOR";"Développer et promouvoir l'animation et la création artistique et de loisirs ainsi que toutes opérations mobilières, immobilières, financières et commerciales se rattachant directement ou indirectement à l'objet précité ou à tous objets similaires, connexes ou susceptibles d'en faciliter la réalisation, et ce pour tout pays.";"000000";"000000";"7 rue Tanguy Prigent";"";"";"29216";"PLOUGONVEN";"29191";"PM";"";"W293004859";"R";"";"2018-05-29  05:53:35"
"293S0293005440";"0293005440";"";"293S";"2005-04-28";"0001-01-01";"D";"S";"ASSOCIATION MARINE";"Assurer un rôle éducatif auprès de tout type de public pour la préservation du littoral et éduquer sur la gragilité de l'équilibre de l'écosystème et les activités économiques dépendant de cet enjeu";"000000";"000000";"Maison Prévotale";"Place du Bourg";"";"29228";"PLOUGASNOU";"29188";"PM";"";"W293004860";"R";"";"2018-05-29  05:06:45"
"293S0293005442";"0293005442";"";"293S";"2005-05-12";"0001-01-01";"D";"S";"ASSOCIATION TRIO";"Divertissement, kermesses, concours de pétanque, animations pour personnes âgées, galette des rois, animation pour enfants, halloween, animation Téléthon.";"000000";"000000";"Chez Mme Marie-Christine BILLON";"2 Créach ar Léo";"";"29250";"SAINT-POL-DE-LEON";"29259";"PM";"";"W293004861";"R";"";"2018-05-30  05:01:56"
"293S0293005443";"0293005443";"";"293S";"2005-05-13";"0001-01-01";"D";"S";"BURKINA AMITIE BURKINA ACTIONS (B.A. BA)";"Evaluation et ou réalisation de projets de développement au BURKINA FASO. Contribuer à une meilleure connaissance de la vie sociale, économique, culturelle du BURKINA FASO.";"000000";"000000";"2 rue du Court";"";"";"29230";"LAMPAUL-GUIMILIAU";"29097";"PM";"";"W293004862";"R";"";"2018-05-30  05:25:33"
"293S0293005444";"0293005444";"";"293S";"2005-05-19";"0001-01-01";"D";"S";"LES DELICES DU PAYS DE LANDIVISIAU";"Promouvoir les produits locaux fabriqués par des artisans dont la vente des produits est à 95% fabriquée ou transformée par l'artisan lui-même.";"000000";"000000";"Chez M. Jean-François PRE";"5 rue Louis Pasteur";"";"29230";"LANDIVISIAU";"29105";"PM";"";"W293004863";"R";"";"2018-05-30  05:38:42"
"293S0293005445";"0293005445";"";"293S";"2005-05-23";"0001-01-01";"D";"S";"ASSOCIATION DE DOCUMENTATION D'ETUDE ET DE RECHERCHE SUR L'INFORMATION EN SITUATION DE CRISE ADERISC";"Tous travaux de collecte, d'étude, de recherche, de documentation et d'analyse du traitement de l'information médiatique et non médiatique, notamment en situation de criçse, la diffusion par tous moyens, y compris électroniques, des travaux, études,analyses pouvant en découler et toutes actions de formation en relation avec l'objet décrit.";"000000";"000000";"Chez M. Christian CURTENELLE";"Moulin de Restancaroff";"";"29237";"COMMANA";"29038";"PM";"";"W293004864";"R";"";"2018-05-30  05:58:02"
"293S0293005447";"0293005447";"";"293S";"2005-05-26";"0001-01-01";"D";"S";"BALY PLUFERN KERSAINT LES PEUPLIERS DE L'AMIRAL";"Créer une synergie et développer la solidarité et la convivialité entre les habitants des quartiers de Baly Plufern et de Kersaint. Organiser une fête annuelle. Animer les quartiers par des activités ludiques, sportives, intellectuelles ou autres.";"000000";"000000";"Chez Marc Eric PAVILLARD";"18 Baly Plufern";"";"29221";"CLEDER";"29030";"PM";"";"W293004865";"R";"";"2018-05-30  05:12:47"
"293S0293005449";"0293005449";"";"293S";"2005-05-30";"0001-01-01";"D";"S";"YIBEOGO BARIBSI ASSOCIATION DE SEJOUR SOLIDAIRE";"Sensibiliser au tourisme solidaire. Proposer des voyages au BURKINA FASO au village de Baribsi dans le cadre du tourisme solidaire. Accompagner des groupes à la préparation de ces séjours, élaborés avec la communauté d'accueil, travailler en collaboration avec le village dans la réalisation des différents projets de développement soutenable.";"000000";"000000";"Maison des Associations";"1 place Charles de Gaulle";"";"29221";"CLEDER";"29030";"PM";"";"W293004867";"R";"";"2018-05-31  05:37:26"
"293S0293005450";"0293005450";"";"293S";"2005-05-30";"0001-01-01";"D";"S";"UNION TREGOR BASKET";"Pratique du Basket Ball dans la catégorie senior masculin";"000000";"000000";"Complexe sportif";"allée de Coatélan";"";"29210";"PLOURIN-LES-MORLAIX";"29207";"PM";"";"W293004868";"R";"";"2018-05-31  05:43:35"
"293S0293005452";"0293005452";"";"293S";"2005-05-31";"0001-01-01";"D";"S";"PAOTRED AR CUZ HEOL";"Favoriser une vie de quartier et rencontres entre les habitants et les amis du village etc...";"000000";"000000";"Ferme musée du Léon";"Lann Queran";"";"29225";"TREFLAOUENAN";"29285";"PM";"";"W293004869";"R";"";"2018-05-31  05:50:11"
"293S0293005453";"0293005453";"";"293S";"2005-06-03";"0001-01-01";"D";"S";"ASSOCIATION DU DOYENNE DE MORLAIX TREGOR ADMT";"Gestion du doyenné et de ses salariés employés au service de l'Eglise catholique dans le but de mettre ces personnes à la disposition des fidèles composant le doyenné de MORLAIX TREGOR pour les actions générales d'animation, d'administration et de services qui leur ont été confiéees par l'autorité compétente. L'association prendra tous moyens administratifs et financiers pour remplir son objet en organisant ses relations avec l'association diocésaine de QUIMPER.";"000000";"000000";"Presbytère SAINT MELAINE";"Parvis Saint Melaine";"";"29210";"MORLAIX";"29151";"PM";"";"W293002641";"R";"";"2013-11-04  11:23:57"
"293S0293005457";"0293005457";"";"293S";"2005-06-14";"0001-01-01";"D";"S";"SEPTIEME BATZ'ART";"Promouvoir toutes activités audiovisuelles";"000000";"000000";"Mairie";"Pors Kernoc";"";"29253";"ILE-DE-BATZ";"29082";"PM";"";"W293004870";"R";"";"2018-05-31  05:57:37"
"293S0293005458";"0293005458";"";"293S";"2005-06-15";"0001-01-01";"D";"S";"VELO CLUB DE PLOUGASNOU";"Organisation d'épreuves sportives cyclistes.";"000000";"000000";"Mairie";"Rue François Charles";"";"29228";"PLOUGASNOU";"29188";"PM";"";"W293002681";"R";"";"2014-01-23  01:29:25"
"293S0293005463";"0293005463";"";"293S";"2005-06-24";"0001-01-01";"D";"S";"ARTIBAT";"Palier au manque de formations existantes sur le marché du travail permettant de développer les pratiques et techniques de constructions et d'aménagement des espaces intérieurs et extérieurs ainsi que toutes opérations mobilières, immobilières, financières et commerciales se rattachant directement ou indirectement à l'objet précité ou à tous objets similaires, connexes ou susceptibles d'en faciliter la réalisation et ce pour tous pays.";"000000";"000000";"20 Place Charles de Gaulle";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293004871";"R";"";"2018-05-31  05:09:14"
"293S0293005464";"0293005464";"";"293S";"2005-06-30";"0001-01-01";"D";"S";"ROCK'N RAI";"Aider le groupe ZOGO dans son projet de création musicale. L'aider dans sa communication, sa publicité et ses démarches administratives.";"000000";"000000";"Chez Mlle Myriam CUEFF";"Kerguiomarc'h";"";"29210";"PLOURIN-LES-MORLAIX";"29207";"PM";"";"W293004872";"R";"";"2018-06-04  06:44:20"
"293S0293005465";"0293005465";"";"293S";"2005-06-30";"0001-01-01";"D";"S";"FENETRES OUVERTES";"Défendre le cadre de vie tant pour la santé, le risque de pollution que pour l'environnement et la dévaluation du patrimoine";"000000";"000000";"Chez M. Ernest OLLIVIER";"17 rue de Lézireur";"";"29231";"HENVIC";"29079";"PM";"";"W293004873";"R";"";"2018-06-04  06:54:21"
"293S0293005467";"0293005467";"";"293S";"2005-08-01";"0001-01-01";"D";"S";"LE BONHEUR EST DANS LE PRE";"Association de plusieurs quartiers - Relancement des fêtes de quartiers.";"000000";"000000";"Chez Mlle Solenn BLONDEL";"Streat Alec";"";"29221";"CLEDER";"29030";"PM";"";"W293004874";"R";"";"2018-06-04  06:58:58"
"293S0293005469";"0293005469";"";"293S";"2005-07-27";"0001-01-01";"D";"S";"COMITE BRETAGNE F B B F - I F B B";"Animer, développer, organiser et diriger des compétitions de body building, fitness et force.";"000000";"000000";"14 rue du Calvaire";"";"";"29223";"SAINT-THEGONNEC";"29266";"PM";"";"W293004875";"R";"";"2018-06-04  06:03:43"
"293S0293005470";"0293005470";"";"293S";"2005-07-27";"0001-01-01";"D";"S";"FAN CLUB ALLEZ BENOIT CLUB DES SUPPORTERS DE BENOIT POILVET";"Supporter Benoit POILVET dans sa carrière professionnelle de coureur cycliste.";"000000";"000000";"Mairie";"Place de la Mairie";"";"29234";"PLOUIGNEAU";"29199";"PM";"";"W293004876";"R";"";"2018-06-04  06:16:31"
"293S0293005472";"0293005472";"";"293S";"2005-07-26";"0001-01-01";"D";"S";"LA METAIRIE";"Valoriser le patrimoine hotelier et touristique de la région ainsi que toutes opérations mobilières et immobilières, financières et commerciales se rattachant directement ou indirectement à l'objet précité ou à tous objets similaires, connexes ou susceptibles d'en faciliter la réalisation, et ce pour tous pays.";"000000";"000000";"M. LE VOT Loïc et Mme DEBEAURAIN Aude";"2 rue de la Duchesse Anne de Bretagne";"";"29228";"SAINT-JEAN-DU-DOIGT";"29251";"PM";"";"W293004877";"R";"";"2018-06-05  06:11:54"
"293S0293005474";"0293005474";"";"293S";"2005-07-19";"0001-01-01";"D";"S";"A C C C - ASSOCIATION CULTURELLE CONCEPTION CREATION";"Organisation de manifestations culturelles. Exposition de peintures, exposition de sculptures. Promotion de jeunes artistes. Exposition de santons de Provence et crèches du monde en partenariat avec l'association salon international de santonniers enARLES B du R. Exposition avec des santonniers et crechistes de AUBAGNE. Produits à la vente sur le thème. Exposition en collaboration avec la Galerie REG'ARTS SAINT POL DE LEON.";"000000";"000000";"CREAC'H QUILLIOU";"";"";"29248";"BOTSORHEL";"29014";"PM";"";"W293004878";"R";"";"2018-06-05  06:24:46"
"293S0293005476";"0293005476";"";"293S";"2005-07-08";"0001-01-01";"D";"S";"FOYER SOCIO EDUCATIF DU PORSMEUR";"Développer le sens des responsabilités des élèves, développer la vie socio-éducative du lycée, améliorer les conditions de vie des élèves et les faire participer à des activités péri scolaires.";"000000";"000000";"Lycée Le Porsmeur";"4 rue du Docteur Prouff CS 57821";"";"29210";"MORLAIX";"29151";"PM";"";"W293004879";"R";"";"2018-06-05  06:35:22"
"293S0293005477";"0293005477";"";"293S";"2005-07-12";"0001-01-01";"D";"S";"ASSOCIATION COUP DE POUCE CREATION";"Création d'un espace pour la promotion d'artisans et artistes. Possibilité de réaliser des créations de toute genre dans un objectif d'insertion de personnes et dans un esprit éthique. Assurer l'accompagnement de personnes en insertion ainsi que lesaider pour tout projet professionnel. Possibilité également de prendre des participations dans des entreprises en fonction de ses fonds propres sans être majoritaire. Aider par le prêt de matriel le public en difficulté.";"000000";"000000";"M. Arnaud BARGAIN";"Kergauthier";"";"29223";"PLEYBER-CHRIST";"29163";"PM";"";"W293004880";"R";"";"2018-06-05  06:40:55"
"293S0293005480";"0293005480";"";"293S";"2005-07-12";"0001-01-01";"D";"S";"MANAC'H KINDIRVI KANGOURY (MKK)";"L'association regroupe les descendants (et leurs familles) de l'union de Jean Marie MANAC'H et de Marie Anne LE SAINT (mariage du 5 janvier 1830 à COMMANA 29). Ceci afin de créer et de prolonger des liens entre ces personnes en organisant notamment des réunions familiales.";"000000";"000000";"chez Mme Sylvie PROUFF";"Guelebara";"";"29223";"SAINT-THEGONNEC";"29266";"PM";"";"W293004881";"R";"";"2018-06-05  06:50:29"
"293S0293005482";"0293005482";"";"293S";"2005-08-03";"0001-01-01";"D";"S";"ART FABRIK";"créer, produire et diffuser toutes réalisations artistiques ainsi que toutes opérations mobilières, immobilières et commerciales se rattachant directement ou indirectement à l'objet précité ou à tout objet similaire, connexe ou susceptible d'en faciliter la réalisation, et ce pour tous pays.";"000000";"000000";"LE VAL ROUGE";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293004882";"R";"";"2018-06-06  06:38:13"
"293S0293005483";"0293005483";"";"293S";"2005-08-04";"0001-01-01";"D";"S";"PIN'ART";"Réalisations de diverses manifestations culturelles (musicale...) avec supports audio visuels.";"000000";"000000";"Chez M. ROPARS";"9 rue Paul Cézanne";"";"29210";"MORLAIX";"29151";"PM";"";"W293004883";"R";"";"2018-06-06  06:51:59"
"293S0293005484";"0293005484";"";"293S";"2005-08-04";"0001-01-01";"D";"S";"CENTRE NATIONAL D'ENTRAINEMENT SURVIE";"Transmettre aux ahérents et aux stagiaires des réflexes ou des habitudes sécuritaires, pour être capabele, soit deprévenir, soit de ttraiter une situation à risques variables. Le Centre intervient dans des domaines aussi variés que : la sécurité, lesport, la santé, le social,, l'éducation à l'environnement... La devise du centre est : Savoir plus, pour risquer moins.";"000000";"000000";"ROSCOAT";"";"";"29237";"COMMANA";"29038";"PM";"";"W293002612";"R";"";"2013-07-09  07:25:49"
"293S0293005485";"0293005485";"";"293S";"2005-08-10";"0001-01-01";"D";"S";"COLOMBUS IMAGE";"Réunir tous les intervenants d'une prise de vue photographique en une seule et même structure (photographes, coiffeurs, maquilleurs, stylistes...) et proposer des prestations avec des équipes complètes et déjà formées. L'association permettra donc defaciliter les transactions financières entre 1 prestataire et une équipe souvent nombreuse en intervenants.";"000000";"000000";"LINGUINOU";"";"";"29226";"CARANTEC";"29023";"PM";"";"W293004884";"R";"";"2018-06-06  06:00:25"
"293S0293005488";"0293005488";"";"293S";"2005-08-23";"0001-01-01";"D";"S";"BREIZH MARIONETAS";"Financer des projets de solidarité au Brésil via l'organisation de spectacles de marionnettes ainsi que par la vente et la commercialisation de celles-ci.";"000000";"000000";"Chez M. Philippe CORRE";"Kerveguen";"";"29210";"PLOURIN-LES-MORLAIX";"29207";"PM";"";"W293004885";"R";"";"2018-06-06  06:05:35"
"293S0293005490";"0293005490";"";"293S";"2005-08-23";"0001-01-01";"D";"S";"L'AZOZ KIPIK";"Gérer le groupe les Babouches Galactiks qui se produit en concert gratuitement ou à titre onéreux. Le produit éventuel devra être réinvesti dans l'achat de matériel musical qui sera utilisé par les membres du groupe. Occasionnellement, l'associationpourra pro:ouvoir le groupe par quelques actions publicitaires ou quelques animations dont les fonds proviendront des recettes des concerts.";"000000";"000000";"Chez Mme Françoise CABIOCH";"186 rue de la Roche";"";"29250";"SANTEC";"29273";"PM";"";"W293004886";"R";"";"2018-06-06  06:11:16"
"293S0293005494";"0293005494";"";"293S";"2005-09-05";"0001-01-01";"D";"S";"SILENCE RADIO";"Organiser et produire des concerts et oeuvres musicales, ainsi que toute opérations mobilières, immobilières, financières ou commerciales se rattachant directement ou indirectement à l'objet précité ou à tout objet similaire, connexe ou susceptible d'en faciliter la réalisation et ce pour tous pays.";"000000";"000000";"Chez M. Thomas ROZEC";"3 rue Saint Charles";"";"29210";"MORLAIX";"29151";"PM";"";"W293004887";"R";"";"2018-06-07  06:28:58"
"293S0293005495";"0293005495";"";"293S";"2005-09-13";"0001-01-01";"D";"S";"BLENDED";"Assurer la logistique d'évènements culturels ainsi que toutes opérations mobilières, immobilières, financières et commerciales se rattachant directement ou indirectement à l'objet précité ou à tous objets similaires, connexes ou susceptibles d'en faciliter la réalisation, et ce pour tous pays.";"000000";"000000";"3 rue Haute";"";"";"29210";"MORLAIX";"29151";"PM";"";"W293003180";"R";"";"2016-10-05  10:09:33"
"293S0293005496";"0293005496";"";"293S";"2005-09-15";"0001-01-01";"D";"S";"ENSEMBLE ARTISTIQUE ET CULTUREL IYA ORISHA VOIR DOSSIER 5526";"Promouvoir en France et ailleurs la culture africaine à travers des spectacles, des expositions, des conférences et autres éléments pouvant permettre la diffusion de l'art et de la culture africains. Elle accueille aussi des groupes ou des troupes dedanse et de ballet du monde entier dans le cadre de tournées ou de résidence artistique, de création de spectacles et autres.";"000000";"000000";"7 lotissement Baradozic";"";"";"29221";"PLOUESCAT";"29185";"PM";"";"";"A";"";"2006-03-16  03:06:43"
"293S0293005497";"0293005497";"";"293S";"2005-09-15";"0001-01-01";"D";"S";"ST!MULI";"Sensibiliser un public le plus large possible aux problématiques posées par les intéractions de l'homme avec l'environnement naturel et animal, via la présentation d'écrits divers (thématiques et poétiques) sous forme de publications, lectures, misesen scènes, expositions et prestations pédagogiques, afin de promouvoir les expressions artistiques les plus diverses.";"000000";"000000";"Chez Mme Carole THOMAS";"6 Rampe Saint Augustin";"";"29210";"MORLAIX";"29151";"PM";"";"W293004888";"R";"";"2018-06-07  06:38:30"
